Unnamed: 0,image_filename,realative_coordinates,label,fold
48,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-08-22.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
49,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-08-25.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
50,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-08-27.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
51,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-08-30.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
52,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-01.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
53,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-04.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
54,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-06.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
55,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-09.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
56,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-11.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
57,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-14.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
58,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-09-26.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
59,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-10-04.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
60,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-10-11.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
61,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-10-16.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
62,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-10-21.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
63,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-10-31.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
64,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-11-13.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
65,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-11-23.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
66,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-12-18.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
67,./data/predictors_data generating predictor 006.train.dir/image_0002_sentinel-map-time-test-dir__2019-12-20.png,"[0.4461681777775084, 0.3251487705783802, 0.8009728000015457, 0.6779216558925327]",incorrect,1
68,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-01-09.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
69,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-01-12.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
70,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-01-19.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
71,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-01-22.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
72,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-01-24.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
73,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-02-08.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
74,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-02-18.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
75,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-02-23.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
76,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-03-15.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
77,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-03-25.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
78,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-02.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
79,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-04.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
80,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-09.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
81,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-17.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
82,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-19.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
83,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-22.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
84,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-24.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
85,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-27.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
86,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-04-29.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
87,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-07.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
88,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-09.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
89,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-14.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
90,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-17.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
91,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-19.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
92,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-05-27.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
93,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-03.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
94,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-06.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
95,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-08.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
96,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-11.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
97,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-13.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
98,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-16.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
99,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-18.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
100,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-21.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
101,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-23.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
102,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-06-28.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
103,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-01.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
104,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-03.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
105,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-11.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
106,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-18.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
107,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-21.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
108,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-26.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
109,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-28.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
110,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-07-31.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
111,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-07.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
112,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-10.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
113,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-12.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
114,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-15.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
115,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-20.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
116,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-22.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
117,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-25.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
118,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-27.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
119,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-08-30.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
120,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-01.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
121,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-04.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
122,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-06.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
123,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-09.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
124,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-11.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
125,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-14.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
126,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-09-26.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
127,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-10-04.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
128,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-10-11.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
129,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-10-16.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
130,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-10-21.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
131,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-10-31.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
132,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-11-13.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
133,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-11-23.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
134,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-12-18.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
135,./data/predictors_data generating predictor 006.train.dir/image_0006_sentinel-map-time-test-dir__2019-12-20.png,"[0.09222257777946652, 0.2954376566103747, 0.8018318222202652, 0.6479150255991044]",incorrect,1
136,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-01-09.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
137,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-01-12.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
138,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-01-19.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
139,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-01-22.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
140,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-01-24.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
141,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-02-08.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
142,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-02-18.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
143,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-02-23.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
144,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-03-15.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
145,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-03-25.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
146,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-02.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
147,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-04.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
148,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-09.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
149,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-17.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
150,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-19.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
151,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-22.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
152,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-24.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
153,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-27.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
154,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-04-29.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
155,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-07.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
156,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-09.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
157,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-14.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
158,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-17.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
159,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-19.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
160,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-05-27.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
161,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-03.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
162,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-06.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
163,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-08.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
164,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-11.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
165,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-13.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
166,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-16.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
167,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-18.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
168,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-21.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
169,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-23.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
170,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-06-28.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
171,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-01.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
172,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-03.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
173,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-11.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
174,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-18.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
175,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-21.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
176,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-26.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
177,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-28.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
178,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-07-31.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
179,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-07.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
180,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-10.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
181,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-12.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
182,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-15.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
183,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-20.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
184,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-22.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
185,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-25.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
186,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-27.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
